KEY,TEXT
report_content.category.cheating.name,チート行為、ハッキング、MOD
report_content.category.child_abuse_or_sexual_content.description,未成年者虐待または子供の性的コンテンツ
report_content.category.child_abuse_or_sexual_content.name,児童虐待または児童の性的コンテンツ
report_content.category.fraud.description,詐欺
report_content.category.fraud.name,詐欺
report_content.category.gore_or_violence.description,リアルな流血または暴力表現
report_content.category.gore_or_violence.name,生々しい流血または暴力
report_content.category.hate_speech_or_discrimination.description,ヘイトスピーチおよび差別
report_content.category.hate_speech_or_discrimination.name,ヘイトスピーチおよび差別
report_content.category.other.description,その他の違法コンテンツ
report_content.category.other.name,その他の違法なコンテンツ
report_content.category.photo_dna_reject.description,PhotoDNA違反
report_content.category.photo_dna_reject.name,PhotoDNA違反
report_content.category.privacy_doxing.description,プライバシー/晒し
report_content.category.privacy_doxing.name,プライバシーまたは個人特定
report_content.category.spam.description,スパム行為
report_content.category.spam.name,スパム
report_content.category.suicide_or_self_harm.description,自殺または自傷行為
report_content.category.suicide_or_self_harm.name,自殺または自傷行為
report_content.category.terrorism_or_violent_extremism.description,テロリズムまたは暴力的過激主義
report_content.category.terrorism_or_violent_extremism.name,テロリズムまたは暴力的な過激思想
report_content.context.alliance.content.description.name,説明
report_content.context.alliance.content.featured_message.name,注目のメッセージ
report_content.context.alliance.content.name.name,同盟名
report_content.context.chatmessage.content.chat_message.name,チャットメッセージ
report_content.context.player.content.conduct.name,行動
report_content.context.player.content.name.name,プレイヤー名
report_content.dialog.category_info.title,違反の種類
report_content.dialog.context.alliance.title,同盟を通報
report_content.dialog.context.chatmessage.title,メッセージを報告
report_content.dialog.context.player.title,プレイヤーを通報
report_content.dialog.disclaimer,このツールの乱用はおやめください。複数に渡る虚偽の報告はあなたのアカウントの禁止措置につながることがあります。
report_content.dialog.email.confirmation,レポートの最新情報を受け取るために、メールアドレスを提供します
report_content.dialog.email.label,Eメール
report_content.dialog.email.placeholder,タップでEメールを開く
report_content.dialog.reason.description,そのコンテンツが不適切であると考える詳細な情報を提供してください。
report_content.dialog.reason.label,理由
report_content.dialog.reason.placeholder,ここをタップして理由を入力
report_content.dialog.reportable_content.title,通報対象を選択：
report_content.dialog.validation.categories_missing.description,違反の種類を選んでください！
report_content.dialog.validation.categories_missing.title,情報不足
report_content.dialog.validation.content_missing.description,通報するコンテンツを選択してください！
report_content.dialog.validation.content_missing.title,情報不足
report_content.dialog.validation.email_invalid.description,有効なメールアドレスを入力してください！
report_content.dialog.validation.email_invalid.title,無効なメールアドレスです
report_content.dialog.validation.reason_missing.description,理由を説明していただく必要があります！
report_content.dialog.validation.reason_missing.title,情報不足
report_content.dialog.validation.reason_too_long.description,"提供された理由が長すぎます。

理由は{REASONMAXLENGTH}文字以内でご入力ください。"
report_content.dialog.validation.reason_too_long.title,無効な情報
report_content.error.default,通報を送信できませんでした。後ほどもう一度お試しください。
report_content.notification.success,通報を送信しました！
reportplayer.choose_category,"違反の種類を選択してください！

報告内容に合致したメッセージを必ず選択するようにしてください"
reportplayer.choose_category.error,情報不足
reportplayer.choose_message,メッセージ選択
reportplayer.choose_message.subtitle,最も攻撃/侮辱的なメッセージを選んでください
reportplayer.message,このツールの乱用はおやめください。複数に渡る虚偽の報告はあなたのアカウントの禁止措置につながることがあります
reportplayer.report_most_offensive,最も攻撃/侮辱的なメッセージを報告するようにしてください
reportplayer.title,メッセージを報告
resource.info.currentcapacity,現在の貯蔵量:
resource.info.currentrate,1時間の生産量:
resource.info.max,最大:
resource.info.maxstorage,最大貯蔵量:
resource.info.perhour,時間当たり:
resource.info.productioncapacity,生産貯蔵可能量:
resource.info.productionperhour,1時間の生産量:
resource.info.storagecapacity,貯蔵量:
resource.info.upgradecapacity,貯蔵量 (アップグレード後):
resource.info.upgraderate,生産量 (アップグレード後):
resource.tooltip.max,現在の上限: [#!]{0}[#]
resources.description.allianceenergy,タイタンバトル実行に必要となるのがタイタンエネルギーだ
resources.description.alliancewarenergy,"同盟戦争エネルギーは同盟戦争で敵への攻撃の際に必要となります。

同盟戦争エネルギーは同盟戦争中に補充されます"
resources.description.battlechests,バトルで入手したアイテムや英雄、兵団が入っている
resources.description.dragonhearts,リストに表示されている中から、最大までアセンドとレベルアップしたドラゴンを[#!]コメンド[#]して、[#!]ドラゴンの心臓[#]を手に入れよう。
resources.description.dragonlings,新たなドラゴンの訓練に使用する。
resources.description.dragonstone,主に建物の建造やアップグレードに使用される。
resources.description.dragontrophies,他プレイヤーとのバトルの戦績を示すのがドラゴントロフィーだ。
resources.description.fish,主にドラゴンの訓練やレベルアップに使用される。
resources.description.food,主に英雄の訓練やレベルアップに使用される
resources.description.friendlyenergy,フレンドリーバトル実行に必要となるのがフレンドリーマッチエネルギーだ
resources.description.gems,最も貴重な資源
resources.description.guestipenergy,スペシャルゲストイベントエネルギーは、スペシャルイベントバトルでのみ使用できる
resources.description.hexmapenergy,島で移動したり、敵を攻撃するにはモンスター島エネルギーが必要だ。
resources.description.iron,建物の建造やアップグレードに使用される
resources.description.mercenarywarenergy,"三国戦争エネルギーは三国戦争で敵への攻撃の際に必要となります。

三国戦争エネルギーは三国戦争中に補充されます"
resources.description.pvedragonenergy,ドラゴンのワールドエネルギーはドラゴンバトルで必要だ。
resources.description.pveenergy,ワールドバトル実行に必要となるのがワールドエネルギーだ
resources.description.pvpdragonenergy,ドラゴンレイドエネルギーはドラゴンレイドバトルで必要だ。
resources.description.pvpenergy,レイドバトル実行に必要となるのがレイドエネルギーだ
resources.description.pvpeventbounty,これが、この相手を倒した時に得られる最大スコアとなる
resources.description.pvpeventenergy,"レイドトーナメントエネルギーはレイドトーナメントのバトルに必要

バトルデイが終わるたびにエネルギーは完全回復する"
resources.description.recruits,新しい英雄を訓練するのに使用される。
resources.description.towerenergy,"タワーエネルギーはタワーバトルに必要

一日が終わるたびに完全回復する"
resources.description.trophies,他プレイヤーとのバトルの戦績を示すのがトロフィーだ。
resources.description.trophiesraid,勝利で獲得できる、または敗北で失うトロフィーの数を確認できる。
resources.description.ubertitanenergy,"ミシックタイタンの攻撃にはミシックタイタンの攻撃エネルギーが必要。

ミシックタイタンイベント中にもっとエネルギーが追加される"
resources.description.xp,プレイヤープロフィールをレベルアップする。
resources.name.allianceenergy,タイタンエネルギー
resources.name.alliancewarenergy,同盟戦争エネルギー
resources.name.battlechests,宝箱
resources.name.dragonhearts,ドラゴンの心臓
resources.name.dragonlings,ベビードラゴン
resources.name.dragonstone,竜石
resources.name.dragontrophies,ドラゴントロフィー
resources.name.energy,[#!]エネルギー：[#] [%115]{0}[%]
resources.name.fish,魚
resources.name.food,食糧
resources.name.friendlyenergy,フレンドリーマッチエネルギー
resources.name.gems,ジェム
resources.name.guestipenergy,スペシャルゲストイベントエネルギー
resources.name.hexmapenergy,モンスター島のエネルギー
resources.name.iron,鉄
resources.name.mercenarywarenergy,三国戦争エネルギー
resources.name.pvedragonenergy,ドラゴンのワールドエネルギー
resources.name.pveenergy,ワールドエネルギー
resources.name.pvpdragonenergy,ドラゴンレイドエネルギー
resources.name.pvpenergy,レイドエネルギー
resources.name.pvpeventbounty,獲得可能スコア(最大)
resources.name.pvpeventenergy,レイドトーナメント エネルギー
resources.name.pvpspecialtoken,マジックダスト
resources.name.recruits,新兵
resources.name.towerenergy,タワーエネルギー
resources.name.trophies,トロフィー
resources.name.trophiesraid,トロフィー比率
resources.name.ubertitanenergy,ミシックタイタンのエネルギー
resources.name.xp,経験値
returnpass.dialog.started.description,英雄よ、お帰りなさい！ [#!]無料[#]の復帰パスを受け取って、限定報酬を手に入れよう！
returnpass.dialog.started.message,"この復帰パスでのみ獲得可能な限定報酬！

困難に挑み、目標を達成して報酬を入手せよ！"
returnpass.dialog.started.title,無料の復帰パス！
returnpass.donation.pathofgiants.dialog.unclaimed_points.description,[#ff8628]復帰パス[#]の完了に対する無料の[#!]偉人ポイント[#]をどうぞ。
returnpass.donation.pathofgiants.dialog.unclaimed_points.title,無料の偉人ポイントを受け取ろう
returnpass.donation.pathofvalor.dialog.unclaimed_points.description,[#ff8628]復帰パス[#]の完了に対する無料の[#!]武勇ポイント[#]をどうぞ。
returnpass.donation.pathofvalor.dialog.unclaimed_points.title,無料の武勇ポイントを受け取ろう
returnpass.milestone.info.message,"[#!]復帰ポイント[#]を集めていくと、やがて[#!]マイルストーン[#]に到達する。マイルストーンに到達するたびに、報酬を獲得できる。

このマイルストーンを解放するには、あと[#!]{0}復帰ポイント[#]が必要だ。"
returnpass.mission.points_info,"[#!]復帰パスチャレンジ[#]を乗り越えれば[#!]復帰ポイント[#]を獲得できる。


[#!]復帰ポイント[#]を集めていくと、やがて[#!]マイルストーン[#]に到達し、豪華報酬を獲得できる。


次の[#!]マイルストーン[#]に到達するには、あと[#!]{0}復帰ポイント[#]が必要だ。"
returnpass.pass.name,復帰パス
returnpass.selectable_reward_info.description,"この報酬は、最後の[#!]マイルストーン[#]に到達し、[#!]復帰パス[#]を完了した時点で与えられる。

報酬は受け取り前であれば、変更することができる。"
returnpass.selectable_reward_info.disclaimer,"この報酬は、最後の[#!]マイルストーン[#]に到達し、[#!]復帰パス[#]を完了した時点で与えられる。
報酬は受け取り前であれば、変更することができる。"
returnpass.selectable_reward_info.message,復帰パスの最終報酬として以下のいずれかを選択しよう！
returnpass.selectable_reward_info.title,報酬を選択
returnpass.view.challenges.active.title,復帰チャレンジ
returnpass.view.complete.title,復帰パス完了
returnpass.view.info.message,"復帰パスで壮大なチャレンジに挑み、報酬を獲得せよ！

[#!]復帰チャレンジ[#]
復帰チャレンジは、クリアするまでずっと有効となる。復帰チャレンジは難易度でランク分けされており、ランク内のすべてのチャレンジをクリアすると、次のレベルのチャレンジに挑めるようになる。

[#!]復帰チャレンジ[#]
復帰チャレンジは、復帰チャレンジ開催期間中は常に有効だ。このチャレンジは難易度でランク分けされており、ランク内のすべてのチャレンジをクリアすると、次のレベルのチャレンジに挑めるようになる。

[#!]復帰ポイント[#]
チャレンジに挑むことで復帰ポイントを得られる。復帰ポイントは、復帰パスの[#!]マイルストーン[#]を達成するために必要なものだ。

[#!]マイルストーン[#]
各マイルストーンに到達することで[#!]通常報酬[#]や[#!]プレミア報酬[#]を獲得できる。[#!]プレミア報酬[#]は[#!]復帰パス[#]を所有している者だけが獲得できる。"
returnpass.view.points_icon.info.message,"[#!]復帰パスチャレンジ[#]を乗り越えれば[#!]復帰ポイント[#]を獲得できる。


[#!]復帰ポイント[#]を集めていくと、やがて[#!]マイルストーン[#]に到達し、豪華報酬を獲得できる。


次の[#!]マイルストーン[#]に到達するには、あと[#!]{0}復帰ポイント[#]が必要だ。"
returnpass.view.points_icon.info.title,復帰ポイント
returnpass.view.tier,ティアチャレンジ：[#!]{0}[#]
returnpass.view.tier.title,ティアチャレンジ
returnpass.view.title,復帰パス
riderhero.info.stat.at_max,[##elementgreen](max)[#]
riderhero.info.stat.attack,攻撃力ボーナス：[#!]+{0}[#]
riderhero.info.stat.defense,防御力ボーナス：[#!]+{0}[#]
riderhero.info.stat.health,ライフボーナス：[#!]+{0}[#]
riderhero.info.stat.maxstats.message,"ドラゴンライダーはそのレア度によりドラゴンに与えるスタッツボーナスが変動する。

このドラゴンライダーの最大スタッツボーナス："
riderhero.info.stat.message,このドラゴンライダーがドラゴンに与えるスタッツボーナス：
roster.maxselection.classic,共に訓練する英雄は{0}人までしか選択できない！
roster.maxselection.costume.classics,共に訓練する英雄およびコスチュームは{0}までしか選択できない！
roster.maxselection.dragon,共に訓練するドラゴンは{0}体までしか選択できない！
s4_morel_costume_sage,エロワの賢人
s4_octros_costume_suitor,軟体動物の求婚者
s4_passepartout_costume_artist,優雅な芸術家
s4_xnolphod_costume_jailer,八腕の看守
s5_boss_ultimate_set_unleashed,解き放たれたセト
season.lure_bonus.active,モンスター誘引が発動中！
season.lure_bonus.bought.description.season2,"[#!]シーズン2[#]で[#!]オリハルコン シードラゴン[#]を高確率で見つけられるようになったぞ。[#!]オリハルコン シードラゴン[#]は、[#!]通常よりも多くの報酬[#]を落としてくれる。[#!]より多くのオリハルコン シードラゴン[#]が潜伏先から誘い出されてきたようだ。

現在開催中の[#!]アトランティス出現[#]イベントが終了するまでに、すべてのオリハルコン シードラゴンを見つけに行こう！"
season.lure_bonus.bought.description.season3,"[#!]シーズン3[#]で[#!]ミッドガルドノーム[#]を高確率で見つけられるようになったぞ。[#!]ミッドガルドノーム[#]は、[#!]通常よりも多くの報酬[#]を落としてくれる。[#!]より多くのミッドガルドノーム[#]が潜伏先から誘い出されてきたようだ。

現在開催中の[#!]ヴァルハラよ永遠に[#]イベントが終了するまでに、すべてのミッドガルドノームを見つけに行こう！"
season.lure_bonus.bought.description.season4,"[#!]シーズン4[#]で[#!]アンダーワイルド コウモリ[#]を高確率で見つけられるようになったぞ。[#!]アンダーワイルド コウモリ[#]は、[#!]通常よりも多くの報酬[#]を落としてくれる。[#!]より多くのアンダーワイルド コウモリ[#]が潜伏先から誘い出されてきたようだ。

現在開催中の[#!]アンダーワイルドの激震[#]イベントが終了するまでに、すべてのアンダーワイルド コウモリを見つけに行こう！"
season.lure_bonus.bought.description.season5,"[#!]シーズン5[#]で[#!]砂丘のスカラベ[#]を高確率で見つけられるようになったぞ。[#!]砂丘のスカラベ[#]は、[#!]通常よりも多くの報酬[#]を落としてくれる。[#!]より多くの砂丘のスカラベ[#]が潜伏先から誘い出されてきたようだ。

現在開催中の[#!]砂丘の裁き[#]イベントが終了するまでに、すべての砂丘のスカラベを見つけに行こう！"
season.lure_bonus.bought.description.untoldtales1,"[#!]深海の謎[#]で[#!]極上の二枚貝[#]を高確率で見つけられるようになったぞ。[#!]極上の二枚貝[#]は、[#!]通常よりも多くの報酬[#]を落としてくれる。[#!]より多くの極上の二枚貝[#]が潜伏先から誘い出されてきたようだ。

現在開催中の[#!]沈んだ財宝[#]イベントが終了するまでに、すべての極上の二枚貝を見つけに行こう！"
season.lure_bonus.bought.title.season2,シーズン2でモンスター誘引が発動された
season.lure_bonus.bought.title.season3,シーズン3でモンスター誘引が発動された
season.lure_bonus.bought.title.season4,シーズン4でモンスター誘引が発動された
season.lure_bonus.bought.title.season5,シーズン5でモンスター誘引が発動された
season.lure_bonus.bought.title.untoldtales1,語られざる物語1のモンスター誘引が発動された
season.lure_bonus.disclaimer.not_enough_map_progress.description,このオファーはマップで[#!]{0}[#]に到達すると、購入できる。
season.lure_bonus.disclaimer.not_enough_map_progress.title,{0}に到達していないぞ
season.rare_enemy_timer,追加まであと: [#!]{0}[#]
season.title.dragonseason1,ドラゴンの冒険
season.title.season2,シーズン2
season.title.season3,シーズン3
season.title.season4,シーズン4
season.title.season5,シーズン5
season.title.untoldtales1,語られざる物語
seasoneffect.emptyslotswarning#1,護符スロットに空きがあります！
seasoneffect.emptyslotswarning#2,現在、{0}個の護符スロットに空きがあります！
seasoneffect.emptyslotswarning#3,現在、{0}個の護符スロットに空きがあります！
seasoneffect.emptyslotswarning.message,すべての護符スロットに護符を装備すると、シーズン5のバトルでより強力になれるぞ
seasoneffect.emptyslotswarning.title,空の護符スロット
seasoneffect.entry.locked.message.season5,この[#!]護符[#]は、[#!]地域{0}[#]で入手できる
seasoneffect.entry.locked.title.season5,護符は未入手です
seasoneffect.entry.name.s5_season_effect_healthboost_on_special,アンク十字
seasoneffect.entry.name.s5_season_effect_increased_special_damage,ウアスの王笏
seasoneffect.entry.name.s5_season_effect_mana_over_time,チェト
seasoneffect.entry.name.s5_season_effect_rarity_stat_boost,ファラオの杖
seasoneffect.entry.name.s5_season_effect_reflect_debuffs,シェン
seasoneffect.entry.name.s5_season_effect_revive_as_mummy,ジェド柱
seasoneffect.entry.name.s5_season_effect_stacks_on_special,ホルスの目
seasoneffect.entry.name.s5_season_effect_status_effects_for_unique_element_team,クリスタルのベンベン石
seasoneffect.entry.name.s5_season_effect_strong_troop_damage_increase,スカラベ
seasoneffect.info_box.description.season5.effects#1,この地域をクリアして、新しい[#!]護符[#]を獲得しよう！
seasoneffect.info_box.description.season5.effects#2,この地域をクリアして、[#!]新しい護符を{0}個[#]獲得しよう！
seasoneffect.info_box.description.season5.effects#3,この地域をクリアして、[#!]新しい護符を{0}個[#]獲得しよう！
seasoneffect.info_box.description.season5.slot,この地域をクリアすると、[#!]護符スロット[#]を解放できる
seasoneffect.info_box.description.season5.slot.also,この地域をクリアしても、[#!]護符スロット[#]を解放できるぞ
seasoneffect.info_box.description.season5.title,護符が出現しました！
seasoneffect.notification.slots_full,護符スロットはいっぱいです！
seasoneffect.season5.new.seasoneffect.unlocked#1,新しい護符を発見しました！
seasoneffect.season5.new.seasoneffect.unlocked#2,{0}個の新しい護符を発見しました！
seasoneffect.season5.new.seasoneffect.unlocked#3,{0}個の新しい護符を発見しました！
seasoneffect.season5.new.seasoneffectslot.unlocked,新しい護符スロットを解放しました！
seasoneffect.season5.new.seasoneffectslot.unlocked.also,護符を装備できる「護符スロット」も解放しました！
seasoneffect.slot.season5.name,護符スロット
seasoneffect.slot.season5.unlocked_description,現在[#!]{0}[#]/{1}個の護符スロットを解放しました！
seasoneffect.teamconditionwarning.s5_season_effect_rarity_stat_boost,ファラオの杖の恩恵を受けられるのは、[#!]レアまたはエピック[#]英雄のみだ。
seasoneffect.teamconditionwarning.s5_season_effect_status_effects_for_unique_element_team,クリスタルのベンベン石の特典を受けるには、[#!]1つの属性につき、1人の英雄まで[#]でチーム編成をする必要がある。
seasoneffect.teamconditionwarning.title.season5,護符が無効
seasoneffects.details.button.title.season5,護符詳細
seasoneffects.details.description.season5,"古代ケミス人によって作られた[#!]護符[#]を装備すると、バトルで様々な恩恵を受けられる。[#!]護符スロット[#]に護符を装備して、護符の力を使おう

護符の恩恵を受けられるのは、「ケミス」 (シーズン5のステージ) 内だけだ。

シーズン5のストーリーを進めると、最大で[#!]3個の護符スロット[#]を解放できる。シーズン5のストーリー内では最大で[#!]9個の護符[#]を入手できるぞ。"
seasoneffects.details.title.season5,護符
seasoneffects.selecteffects.title.season5,護符を選択しよう
seasoneffects.selection.details.button.season5,護符詳細
seasoneffects.title.season5,護符
seasoneffectslot.entry.locked.message.season5,この[#!]護符スロット[#]は、[#!]地域{0}[#]クリア後に解放されます。
seasoneffectslot.entry.locked.title.season5,護符スロットはロック中です
seasonpass.dialog.pass_mid_path_ad.title,プレミア報酬を解放せよ！
seasonpass.milestone.info.message.reached,このマイルストーンはすでに到達済です。
seasonpass.milestone.info.title,マイルストーン
seasonpass.mission.status.processing,進行中
seasonpass.pass.upgrade,アップグレード
seasonpass.view.milestone.reward.title,マイルストーン報酬
seasonpass.view.milestone.reward_free.title,無料報酬
seasonpass.view.milestone.reward_free.title.previous,無料のマイルストーン報酬
seasonpass.view.milestone.reward_premium.title,プレミア マイルストーン報酬
seasonpass.view.milestone.reward_premium.title.previous,マイルストーン報酬（プレミア）
seasonpass.view.progress.max,完了
seasonpass.view.rewards.claim_all,まとめて受け取る
seasonpass.view.seasonpass_ad,"報酬をさらに
解放せよ！"
seasonpass.view.tab.challenges,チャレンジ
seasonpass.view.tab.rewards,報酬
shop.ascensionitems,超レアなオファー！
shop.avatar_shop.title,アバター
shop.avataradvert.description,デイリーセレクションからお気に入りを選ぼう！
shop.avataradvert.subtitle,プロフィールを自分らしく！
shop.avataradvert.title,アバターショップ
shop.avatars.avatar,アバター
shop.avatars.avatar_preview,プレビュー
shop.avatars.bazaar,ショップ
shop.avatars.daily,デイリー{0}
shop.avatars.disclaimer,"注意: プレイヤープロフィールのアバターは
見た目の変更のみです。ゲームプレイへの影響はありません。"
shop.avatars.featured,注目のアバター
shop.avatars.owned,所有
shop.bestvalue,お買い得
shop.bestvalue_exclamation,お買い得！
shop.bundle.goodchance,以下のうち [#!]{0}[#] 種類入手保証:
shop.bundle.guaranteed,入手保証：
shop.bundle.limit,在庫: [#!]{0}[#]
shop.bundle.limit.largenumber,在庫: [%140][#!]{0}[#][%]
shop.bundle.more,さらに...
shop.bundle.special_offer,デイリーディール！
shop.bundledialog.bundle,以下が[#!]すべて[#]入っている:
shop.bundledialog.chest.2,以下のうち[#!]2つ[#]以上が必ず入っている:
shop.bundledialog.chest.3,以下のうち[#!]3つ[#]以上が必ず入っている:
shop.bundledialog.title,購入確認
shop.bundledialog.title.com.smallgiantgames.empires.bundle_pve_energy_refill_offer,レイドエネルギー切れ？
shop.buy,購入
shop.buy.all,すべて購入
shop.buy.one,1人購入
shop.claim,受け取る
shop.dailygem.banner,デイリー
shop.dailygem.chest.name,デイリージェムの宝箱
shop.dailygem.description,[#!]{0}[#] 回購入して宝箱を解放！
shop.dailygem.description_completed,報酬の宝箱を解放！
shop.dailygem.info.message,"このオファーは一日に一回利用できます。

このオファーを[#!]{0}[#]回購入して、
以下のアイテムが[#!]必ず入っている[#]
[#!]宝箱[#]を解放しましょう:"
shop.dailygem.info.title,デイリージェム　オファー
shop.disclaimer.battleitems.dragon,これらのアイテムは[#!]ドラゴンバトル[#]でのみ使用可能。
shop.dragoncapincrease.title,ドラゴンリスト上限が増加
shop.dragonstarterpass.pass.dialog.subtitle,プレミア報酬を解放せよ！
shop.extravalue,増量
shop.featured.empty,まもなくオファーがスタート...
shop.firstpurchase.title,初回購入
shop.gemproduct#1,{0} ジェム
shop.gemproduct#2,{0} ジェム
shop.gemproduct#3,{0} ジェム
shop.gems.tier_1,ジェムの小山
shop.gems.tier_2,ジェムの袋
shop.gems.tier_3,ジェムのズタ袋
shop.gems.tier_4,ジェムの樽
shop.gems.tier_5,ジェムの宝箱
shop.gems.tier_6,ジェムの大山
shop.gems.tier_7,金庫いっぱいのジェム
shop.gems.tier_8,湖いっぱいのジェム
shop.herocapincrease.title,英雄リスト上限が増加
shop.include_gem_product#1,+{0} ジェム
shop.include_gem_product#2,+{0} ジェム
shop.include_gem_product#3,+{0} ジェム
shop.inventorycount,現在の所有数: {0}
shop.item.bundle_battleitem,ハンタースペシャル
shop.item.bundle_blue_highvalue,氷の力
shop.item.bundle_challenge_1,チャレンジパック
shop.item.bundle_challenge_2,チャレンジパック
shop.item.bundle_emblem,クラスエンブレムパック
shop.item.bundle_emblem_decimate,破滅のエンブレムパック
shop.item.bundle_emblem_fortitude,不屈のエンブレムパック
shop.item.bundle_emblem_inner_peace,平穏のエンブレムパック
shop.item.bundle_emblem_justice,正義のエンブレムパック
shop.item.bundle_emblem_mystic,神秘のエンブレムパック
shop.item.bundle_emblem_nature,自然のエンブレムパック
shop.item.bundle_emblem_piety,忠義のエンブレムパック
shop.item.bundle_emblem_shadows,陰影のエンブレムパック
shop.item.bundle_emblem_strength,剛力のエンブレムパック
shop.item.bundle_emblem_survivor,生残のエンブレムパック
shop.item.bundle_energy_1,エネルギードリンク パック
shop.item.bundle_green_highvalue,自然の力
shop.item.bundle_highvalue_1,征服者パック
shop.item.bundle_highvalue_2,超守護者パック
shop.item.bundle_loot_ticket_1,ファストレーンパック
shop.item.bundle_loot_ticket_2,ファストレーンパック
shop.item.bundle_purple_highvalue,闇の力
shop.item.bundle_red_highvalue,炎の力
shop.item.bundle_starter_pack,スターターパック
shop.item.bundle_wars_1,戦争パック
shop.item.bundle_yellow_highvalue,聖の力
shop.item.chest_crafters_tools,職人の道具
shop.item.chest_forces,乱暴者コンボ
shop.item.chest_healer_tools,治療師の道具
shop.item.chest_lucky_ascension_1,アセンド パック - 闇
shop.item.chest_lucky_ascension_2,アセンド パック - 氷
shop.item.chest_lucky_ascension_3,アセンド パック - 聖
shop.item.chest_lucky_ascension_4,アセンド パック - 自然
shop.item.chest_lucky_ascension_5,アセンド パック - 炎
shop.item.chest_lucky_battleitems_1,バトルチェスト
shop.item.chest_miracle,魔法使いコンボ
shop.item.chest_rare_heroes_fighter,シャープスティール
shop.item.chest_rare_heroes_mage,ウィザードセット
shop.item.chest_rare_heroes_undead,ダークネスコール
shop.item.chest_trainer_heroes,トレーナー英雄パック
shop.item.chest_trainers_tools,指導者の道具
shop.item.chest_warrior,戦士コンボ
shop.item.com.smallgiantgames.empires.7th_birthday_2024_fri1,バースデーオファー4 - ティア1
shop.item.com.smallgiantgames.empires.7th_birthday_2024_fri2,バースデーオファー4 - ティア2
shop.item.com.smallgiantgames.empires.7th_birthday_2024_fri3,バースデーオファー4 - ティア3
shop.item.com.smallgiantgames.empires.7th_birthday_2024_mon1,バースデーオファー7 - ティア1
shop.item.com.smallgiantgames.empires.7th_birthday_2024_mon2,バースデーオファー7 - ティア2
shop.item.com.smallgiantgames.empires.7th_birthday_2024_mon3,バースデーオファー7 - ティア3
shop.item.com.smallgiantgames.empires.7th_birthday_2024_sat1,バースデーオファー5 - ティア1
shop.item.com.smallgiantgames.empires.7th_birthday_2024_sat2,バースデーオファー5 - ティア2
shop.item.com.smallgiantgames.empires.7th_birthday_2024_sat3,バースデーオファー5 - ティア3
shop.item.com.smallgiantgames.empires.7th_birthday_2024_sun1,バースデーオファー6 - ティア1
shop.item.com.smallgiantgames.empires.7th_birthday_2024_sun2,バースデーオファー6 - ティア2
shop.item.com.smallgiantgames.empires.7th_birthday_2024_sun3,バースデーオファー6 - ティア3
shop.item.com.smallgiantgames.empires.7th_birthday_2024_thu1,バースデーオファー3 - ティア1
shop.item.com.smallgiantgames.empires.7th_birthday_2024_thu2,バースデーオファー3 - ティア2
shop.item.com.smallgiantgames.empires.7th_birthday_2024_tue1,バースデーオファー1 - ティア1
shop.item.com.smallgiantgames.empires.7th_birthday_2024_tue2,バースデーオファー1 - ティア2
shop.item.com.smallgiantgames.empires.7th_birthday_2024_wed1,バースデーオファー2 - ティア1
shop.item.com.smallgiantgames.empires.7th_birthday_2024_wed2,バースデーオファー2 - ティア2
shop.item.com.smallgiantgames.empires.aethercrystals_tier1a,エーテルクリスタル - ティア1A
shop.item.com.smallgiantgames.empires.aethercrystals_tier1b,エーテルクリスタル - ティア1B
shop.item.com.smallgiantgames.empires.aethercrystals_tier2a,エーテルクリスタル - ティア2A
shop.item.com.smallgiantgames.empires.aethercrystals_tier2b,エーテルクリスタル - ティア2B
shop.item.com.smallgiantgames.empires.aethercrystals_tier3,エーテルクリスタル - ティア3
shop.item.com.smallgiantgames.empires.aethercrystals2_tier1a,エーテルクリスタル2 - ティア1A
shop.item.com.smallgiantgames.empires.aethercrystals2_tier1b,エーテルクリスタル2 - ティア1B
shop.item.com.smallgiantgames.empires.aethercrystals2_tier2a,エーテルクリスタル2 - ティア2A
shop.item.com.smallgiantgames.empires.aethercrystals2_tier2b,エーテルクリスタル2 - ティア2B
shop.item.com.smallgiantgames.empires.aethercrystals2_tier3,エーテルクリスタル2 - ティア3
shop.item.com.smallgiantgames.empires.alliancegiftoffer,ジェムをシェアしましょう！
shop.item.com.smallgiantgames.empires.alliancequest_day_1_1,同盟クエストオファー1 - 1
shop.item.com.smallgiantgames.empires.alliancequest_day_1_2,同盟クエストオファー1 - 2
shop.item.com.smallgiantgames.empires.alliancequest_day_2_1,同盟クエストオファー2 - 1
shop.item.com.smallgiantgames.empires.alliancequest_day_2_2,同盟クエストオファー2 - 2
shop.item.com.smallgiantgames.empires.alliancequest_day_3_1,同盟クエストオファー3 - 1
shop.item.com.smallgiantgames.empires.alliancequest_day_3_2,同盟クエストオファー3 - 2
shop.item.com.smallgiantgames.empires.alliancequest_day_4_1,同盟クエストオファー4 - 1
shop.item.com.smallgiantgames.empires.alliancequest_day_4_2,同盟クエストオファー4 - 2
shop.item.com.smallgiantgames.empires.alliancequest_step_up_1,同盟クエストオファーティア - 1
shop.item.com.smallgiantgames.empires.alliancequest_step_up_3,同盟クエストオファーティア - 3
shop.item.com.smallgiantgames.empires.alliancequest_step_up_5,同盟クエストオファーティア - 5
shop.item.com.smallgiantgames.empires.alliancequest_step_up_7,同盟クエストオファーティア - 7
shop.item.com.smallgiantgames.empires.alliancequest_step_up_8,同盟クエストオファーティア - 8
