KEY,TEXT
monsters.name.titan_spider,Chaos Spider
monsters.name.titan_statue_walking,Ancient Colossus
monsters.name.ubertitan_test,Mythic Titan Boss Enemy
monsters.name.undead_elite_skeleton,Skeleton Warrior
monsters.name.undead_lesser_spectre,Spectral Apparition
monsters.name.undead_necromancer,Vile Necromancer
monsters.name.undead_screaming_zombie_2,Angry Undead
monsters.name.undead_shambling_zombie_2,Shambling Corpse
monsters.name.undead_tired_skeleton,Skeleton Guard
monsters.name.undead_wraith,Wraith
monsters.name.vampire_lady,Vampire Mistress
monsters.name.vampire_master,Vampire Master
monsters.name.vampire_minion,Vampire Spawn
monsters.name.villain_main,Dark Lord
monsters.name.villains_blue_gargoyle,Icy Gargoyle
monsters.name.villains_blue_skeleton,Icy Skeleton
monsters.name.villains_purple_hellhound,Dark Hellhound
monsters.name.villains_purple_vampire,Dark Vampire
monsters.name.villains_red_bat,Fiery Bat
monsters.name.villains_red_zombie,Fiery Zombie
monsters.name.wonderland_flamingo,Happy Flamingo
monsters.name.wonderland_shrubbear,Shrubbear
monsters.name.wonderland_soldier_clubs,Jack of Clubs
monsters.name.wonderland_soldier_diamonds,Jack of Diamonds
monsters.name.wonderland_soldier_hearts,Jack of Hearts
monsters.name.wonderland_soldier_spades,Jack of Spades
monsters.name.xmas_animal_frost_wolf,Winter Wolf
monsters.name.xmas_animal_owl,Winter Owl
monsters.name.xmas_beastman_yeti,Winter Yeti
monsters.name.xmas_cyclops,Winter Cyclops
monsters.name.xmas_goblin_boss,Winter Chieftain
monsters.name.xmas_goblin_thug,Winter Smasher
monsters.name.xmas_goblin_thug_2,Winter Slasher
monthlyhero.disclaimer,"The [#!]Hero of the Month[#] has a CHANCE to appear as a [##raritylegendary]BONUS DRAW[#] from selected summons (e.g. Epic Hero Summon, Elemental Summon and various limited duration summons)."
monthlyhero.disclaimer_extra,The current Hero of the Month:
multieffectchild.statuseffect.minor.accuracymodifier.single.allies,[#!]{ACCURACY}%[#] accuracy.
multieffectchild.statuseffect.minor.brutalsupportstatuseffectskill.single.allies.on.allyspecial.damage.random.enemies.with_chance,{CHANCE}% chance to deal {POWER1}% damage to a random enemy after any subsequent allied Special Skill is cast.
multieffectchild.statuseffect.minor.brutalsupportstatuseffectskill.single.allies.on.turnend.damage.random.enemies.with_damageabsorb.healthboost,At the end of each turn each dancer deals {POWER}% damage to a random enemy and boosts health for themselves with {DAMAGEABSORB}% of total damage dealt.
multieffectchild.statuseffect.minor.counterattack.single.allies,Counterattack with [#!]{DEFLECTION}%[#] of the damage received.
multieffectchild.statuseffect.minor.damageonremoval.single.allies.onremoval.damage.single.allies.expiration,"When the dance ends, the dancer suffers {DAMAGE} damage."
multieffectchild.statuseffect.minor.defensemodifier.single.allies,[#!]{DEFENSE}%[#] defense.
multieffectchild.statuseffect.minor.dodgemodifier.single.allies,{DODGE}% chance to dodge attacks and Special Skills.
multieffectchild.statuseffect.minor.effectondodgedspecial.single.allies.damage,{DODGE}% chance to dodge Special Skills. Each dodge damages the attacker for {POWER} damage.
multieffectchild.statuseffect.minor.healmultiplier.single.allies.decrease,{HEALING}% decrease for any healing received.
multieffectchild.statuseffect.minor.healonremoval.single.allies.onremoval.heal.single.allies.expiration,"When the dance ends, the dancer recovers {REMOVALEFFECT1FIXEDPOWER} HP."
multieffectchild.statuseffect.minor.healonremoval.single.allies.onremoval.heal.single.enemies.expiration,"When the dance ends, the dancer recovers {REMOVALEFFECT1FIXEDPOWER} HP."
multieffectchild.statuseffect.minor.healthboostonremoval.single.allies.onremoval.healthboost.single.allies.expiration,"When the dance ends, the dancer regenerates {HEALTHBOOST} boosted health. Boosted Health can exceed max HP."
multieffectchild.statuseffect.minor.increasingattackmodifier.single.allies,"{ATTACK}% attack. The attack increases by {INCREASEPERTURN}% each turn, up to {CAP}%."
multieffectchild.statuseffect.minor.lifesteal.single.allies,The attacker heals {LIFESTEAL}% of damage dealt.
multieffectchild.statuseffect.minor.managenerationmodifier.single.allies,{MANAREGEN}% mana generation.
multieffectchild.statuseffect.minor.mothdustmanagenerationmodifier.single.allies,{MANAREGEN}% mana generation.
multieffectchild.statuseffect.minor.mothdustreducefamiliarhealth.single.allies.bigminion.fulleffecttomegaminions,Mega Minion's current health is reduced by {HEALTHREDUCTION}% each turn.
multieffectchild.statuseffect.minor.receiveddamagemodifier.single.allies.decrease,Received damage is reduced by [#!]{DAMAGEREDUCTION}%[#].
multieffectchild.statuseffect.minor.resistnewminions.single.allies,Can't receive new Minions.
multieffectchild.statuseffect.minor.resistnewparasites.single.allies,Immune to new Fiends.
multieffectchild.statuseffect.minor.silence.single.allies,The dancer gets silenced.
multieffectchild.statuseffect.minor.summonfamiliarperdodgedspecial.single.allies.slime_small_minion_sludgus,The dancer gets {DODGE}% chance to dodge Special Skills. Each dodge summons a Slime Minion.
museum.announcement.message,Museum unlocks soon!
museum.hall_of_fame.ancients.title,[%150]The Ancients[%]
museum.hall_of_fame.champions.title,[%150]The Champions[%]
museum.hall_of_fame.year,[%125]{0}[%]
museum.hero_ascension_progress,Ascension:
museum.hero_collection_progress.title,Heroes in Museum
museum.hero_counter.message.collected_heroes,You have collected {0} out of {1} heroes and costumes.
museum.hero_counter.title,Hero Counter
museum.hero_level_progress,Level:
museum.hero_museum_progress,Museum Progress
museum.hero_rewards_collected.title,Hero added to Museum!
museum.hero_special_level_progress,Special Level:
museum.heroes.title.new,New Heroes
museum.heroes.title.rarity.1.element.blue,Ice Common Heroes
museum.heroes.title.rarity.1.element.green,Nature Common Heroes
museum.heroes.title.rarity.1.element.purple,Dark Common Heroes
museum.heroes.title.rarity.1.element.red,Fire Common Heroes
museum.heroes.title.rarity.1.element.yellow,Holy Common Heroes
museum.heroes.title.rarity.2.element.blue,Ice Uncommon Heroes
museum.heroes.title.rarity.2.element.green,Nature Uncommon Heroes
museum.heroes.title.rarity.2.element.purple,Dark Uncommon Heroes
museum.heroes.title.rarity.2.element.red,Fire Uncommon Heroes
museum.heroes.title.rarity.2.element.yellow,Holy Uncommon Heroes
museum.heroes.title.rarity.3.element.blue,Ice Rare Heroes
museum.heroes.title.rarity.3.element.green,Nature Rare Heroes
museum.heroes.title.rarity.3.element.purple,Dark Rare Heroes
museum.heroes.title.rarity.3.element.red,Fire Rare Heroes
museum.heroes.title.rarity.3.element.yellow,Holy Rare Heroes
museum.heroes.title.rarity.4.element.blue,Ice Epic Heroes
museum.heroes.title.rarity.4.element.green,Nature Epic Heroes
museum.heroes.title.rarity.4.element.purple,Dark Epic Heroes
museum.heroes.title.rarity.4.element.red,Fire Epic Heroes
museum.heroes.title.rarity.4.element.yellow,Holy Epic Heroes
museum.heroes.title.rarity.5.element.blue,Ice Legendary Heroes
museum.heroes.title.rarity.5.element.green,Nature Legendary Heroes
museum.heroes.title.rarity.5.element.purple,Dark Legendary Heroes
museum.heroes.title.rarity.5.element.red,Fire Legendary Heroes
museum.heroes.title.rarity.5.element.yellow,Holy Legendary Heroes
museum.info.message,"[#!]Hero Collection[#]
Collect and level up heroes to fill out the Hero Collection. Any hero or costume that has been leveled up to their basic maximum level and maximum special skill level is permanently added to the museum.

Heroes or costumes do not need limit breaking or talents to be permanently added to the museum.

You can collect a gift for each hero permanently added to the museum.

[#!]Hero Museum Progress[#]
Shows how much a hero has made progress toward getting added to the Hero Collection.

[#!]Stories[#]
Unlocked story segments from all main story seasons can be viewed here."
museum.info.title,Museum
museum.monster_collection_progress.title,Monsters in Museum
museum.monster_defeat_progress,Defeats:
museum.monster_rewards_collected.title,Monster added to Museum!
museum.monsters.title.new,New Monsters
museum.stories.title.season1,Season 1
museum.stories.title.season2,Season 2
museum.stories.title.season3,Season 3
museum.stories.title.season4,Season 4
museum.stories.title.season5,Season 5
museum.story_viewer.onboarding_stories,The Beginning
museum.story_viewer.season_end,Season End
museum.story_viewer.season2_beginning,Season 2 Beginning
museum.story_viewer.season3_beginning,Season 3 Beginning
museum.story_viewer.season4_beginning,Season 4 Beginning
museum.story_viewer.season5_beginning,Season 5 Beginning
museum.tabs.hall_of_fame,Hall of Fame
museum.tabs.heroes_collection,Heroes
museum.tabs.monsters_collection,Monsters
museum.tabs.story_viewer,Stories
museum.title,Museum
museum.unknown,???
mystery_hero.disclaimer,"The [#!]Secret Summon[#] has a CHANCE to appear as a [##raritylegendary]BONUS DRAW[#] from selected summons (e.g. Epic Hero Summon, Elemental Summon and various limited duration summons)."
mystery_hero.special,"[*] ???
[*] ???
[*] ???"
mystery_hero.title,Secret Summon
mystic_summon.confirm.dismiss.message,Are you sure you want to [#ff362e]dismiss[#] this [#!]Mystic Summon[#]? It won't be available for this Summon Gate until it closes.
mystic_summon.confirm.dismiss.title,Dismiss Mystic Summon
mystic_summon.confirmation,"Watch a video from a faraway realm and receive a free summon as a gift!

[#cccccc][%85]This is an ad.[#][#]"
mystic_summon.info,"This [#!]Mystic Summon[#] can be used only once, at any time, until this gate closes.

Appearance rates at [#!]Mystic Summon[#] are different than the Summon Gate. No bonus draws are made in [#!]Mystic Summon[#], such as Hero of the Month.

[#!]Mystic Summons[#] don't increase the [#!]Fated Summon[#] bar.

Dismissing the [#!]Mystic Summon[#] will make it unavailable for this Summon Gate until it closes."
mystic_summon.title,Mystic Summon
mysticvision.approaching,Vision approaching:
mysticvision.description,Watch a video from a faraway realm and receive a magical gift.
mysticvision.disabled,Ads have been disabled.
mysticvision.disclaimer,This is an ad.
mysticvision.disclaimer.ad_skip,[#!]Premium Timesaver VIP[#] is active! You'll get the rewards instantly without watching an ad.
mysticvision.items,You could get:
mysticvision.loading,Loading ads.
mysticvision.name.com.smallgiantgames.empires.viptimesaver_ad,Mini Timesaver VIP
mysticvision.name.mystic_vision_tier_1,Mystic Vision
mysticvision.name.mystic_vision_tier_2,Rare Mystic Vision
mysticvision.name.mystic_vision_tier_3,Legendary Mystic Vision
mysticvision.notavailable,"You have exhausted all your Mystic Visions for the time being.
Please try again later."
mysticvision.title,Mystic Vision
mysticvision.unavailable,No ad available. Check back later.
notification.dragonbase.coming_soon,🐉🏰 Dragon Dawn is approaching. Are you ready for a trip? 🏰🐉
notification.dragonbase.d14,🐉🏰 Dragonspire offers a change of scenery... and dragon battles! 🏰🐉
notification.dragonbase.d21,🐉🏰 Lost luggage? Don't forget your loot chests in Dragonspire! 🏰🐉
notification.dragonbase.d28,🐉🏰 Boost your team with an assist dragon. Only from Dragonspire! 🏰🐉
notification.dragonbase.d3,🐉🏰 Dragonspire rated #1 destination on TroopAdvisor. Visit now! 🏰🐉
notification.dragonbase.d7,🐉🏰 Need a holiday? Adventure awaits in Dragonspire! 🏰🐉
notification.dragonbase.launch_day,🐉🏰 The gate to Dragonspire is now open. Prepare for takeoff! 🏰🐉
notifications.7thbirthday,🎂 Check out Birthday Summon! CHOOSE FEATURED HEROES FROM YOUR FAVORITES! 🎂
notifications.alliance_war.ending_soon,👑⚔️ Time is running out. You still have Alliance War energy left - make it count! ⚔️👑
notifications.alliance_war.energy_refill,👑⚔️ Alliance War Energy recovered. Time to battle! ⚔️👑
notifications.alliance_war.started,👑⚔️ Alliance War has started. Your Alliance needs you! ⚔️👑
notifications.ascensionitemsummon,🌟 Ascension SUMMON OPEN NOW! Summon Ascension Materials to power up your Heroes! 🌟
notifications.ascensionsummon,⭐ Instant power SUMMON OPEN NOW! Summon Heroes with free Ascension Levels ⭐
notifications.astralelves,"Travel to the plane of the ASTRAL HEROES! Summon a Legendary Astral Hero, and get a Bonus Legendary Astral Hero for free! ⭐"
notifications.attacked,🛡️ Your base was attacked by {0}! 🛡️
notifications.attacked.dragon,🐉 Your Dragonspire was attacked by {0}! 🐉
notifications.blacksummon,💎⭐🏴 Black Friday SUMMON OPEN NOW! Summon Recent Heroes and Costumes from ALL EVENTS! 💎⭐🏴
notifications.comeback,"❤️🏰 Come back, Commander. Your empire needs you! 🏰❤️"
notifications.convert,{0} has been converted!
notifications.covenantsummon,💎⭐🏴 Covenant SUMMON OPEN NOW! Summon amazing legendary Heroes! 💎⭐🏴
notifications.dialog.getnotifications,Get notifications
notifications.dialog.makesure,Make sure notifications are enabled in the settings.
notifications.dialog.nevermiss,Don't miss cool events and important alerts!
notifications.dialog.nevermiss.first,Don't miss free summons or other cool gifts!
notifications.dialog.title,Never miss important updates
notifications.dialog.title.first,Never miss a free Hero!
notifications.donation,🎁 You've got a new gift in your inbox! 🎁
notifications.forge,⚒️ Crafting completed! ⚒️
notifications.global.alliance_event.castle,🏰 Combine forces with your Alliance in the Clash of Knights event! Come back now to collect your free World Energy Flask! 🎁
notifications.global.alliance_event.castle.approaching,🏰 Alliance Quest is approaching! Join an Alliance before the event begins to participate! ⚔️
notifications.global.alliance_event.moths,🏰 Combine forces with your Alliance in the Night of the Moth event! Come back now to collect your free World Energy Flask! 🎁
notifications.global.alliance_event.moths.approaching,🏰 Alliance Quest is approaching! Join an Alliance before the event begins to participate! ⚔️
notifications.global.alliance_event.musketeers,🏰 Combine forces with your Alliance in the Brave Musketeers event! Come back now to collect your free World Energy Flask! 🎁
notifications.global.alliance_event.musketeers.approaching,🏰 Alliance Quest is approaching! Join an Alliance before the event begins to participate! ⚔️
notifications.global.challenge_event.beowulf,💀 Face Grendel and take back Heorot in the Beowulf's Challenge event! Come back now to collect your free World Energy Flask! 🎁
notifications.global.challenge_event.circus,🎪 Face Director Zuri and other Heroes in the Starfall Circus event! Come back now to collect your free World Energy Flask! 🎁
notifications.global.challenge_event.festival,👑 Face a wild mix of Heroes from 5 past events in the Challenge Festival I! Come back now to collect your free World Energy Flask! 🎁
notifications.global.challenge_event.festivalb,🎵 Join our lustrous family of Bard Heroes and take on a new Challenge Festival! Come back now to collect your free World Energy Flask! 🎁
notifications.global.challenge_event.gargoyles,🏰 Face Peñolite and other Heroes in the Sanctuary of Gargoyles event! Come back now to collect your free World Energy Flask! 🎁
notifications.global.challenge_event.gargoyles2,🏰 Face Pophit and other Heroes in the Return to Sanctuary event! Come back now to collect your free World Energy Flask! 🎁
notifications.global.challenge_event.masquerade,🎭 Face Cel and other Masked Gods in the Carnival of Gods event! Come back now to collect your free World Energy Flask! 🎁
notifications.global.challenge_event.mightypets,🐕 Face Hachiko and other Heroes in the Mighty Pets event! Come back now to collect your free World Energy Flask! 🎁
notifications.global.challenge_event.opera,👁 Face Phantom and other Entertainers in the Secrets of the Opera event! Come back now to collect your free World Energy Flask! 🎁
notifications.global.challenge_event.slayers,💀 Face Cathal and other Heroes in the Slayers of Fell Shadows event! Come back now to collect your free World Energy Flask! 🎁
notifications.global.challenge_event.villains,😈 Face Dark Lord and other Heroes in the League of Villains event! Come back now to collect your free World Energy Flask! 🎁
notifications.global.league.registration,👑⚔️ Hero League registration has started. Join to compete! ⚔️👑
notifications.global.mythic_titan_event.baba_yaga,⚔️🛡️ Join the battle against the Mythic Titan Baba Yaga 🛡️⚔️
notifications.global.mythic_titan_event.gilgamesh,⚔️🛡️ Join the battle against the Mythic Titan Gilgamesh 🛡️⚔️
notifications.global.mythic_titan_event.hades,⚔️🛡️ Join the battle against the Mythic Titan Hades 🛡️⚔️
notifications.global.mythic_titan_event.ifrit,⚔️🛡️ Join the battle against the Mythic Titan Ifrit 🛡️⚔️
notifications.global.mythic_titan_event.jormungandr,⚔️🛡️ Join the battle against the Mythic Titan Jormungandr 🛡️⚔️
notifications.global.offer.birthday,🎉 Celebrate the game's 6th birthday with us. Claim your FREE gift now! 🎁
notifications.global.offer.black_friday,💎⭐🏴 BEST Black Friday MEGA SALE deals available NOW 💎⭐🏴
notifications.global.offer.christmas,🎄🎅 Happy Holidays from the Small Giant Team! Claim your FREE gift NOW! 🤶🎁
notifications.global.offer.cyber_monday,⚡ CYBER MONDAY DEALS - up to 500% value TODAY ONLY! ⚡
notifications.global.seasonal_event.beachparty,🏝 Face Andy Jay and other Heroes in the Beach Party event! ☀️
notifications.global.seasonal_event.christmas,🎅 Face Santa Claus and other Heroes in the Santa's Challenge event! ⛄️
notifications.global.seasonal_event.easter,🐰 Face Killhare and other Heroes in the Springvale Festival event! 🥚
notifications.global.seasonal_event.halloween,🧛 Face Francine and other Heroes in the Return to Morlovia event! 🦇
notifications.global.seasonal_event.kalevala,🌪️ Face Ilmarinen and other Heroes in the Kalevala event! 🏜
notifications.global.seasonal_event.lunarnewyear,🏮 Face Laohu and other Heroes in the Lunar New Year event! 🎆
notifications.global.seasonal_event.summer,🌪️ Face Roc and other Heroes in the Sand Empire event! 🏜
notifications.global.seasonal_event.valentinesseasonal,💘 Face Cupido and other Heroes in the Season of Love event! 🏹
notifications.global.tower_event.magic,✨ Are you ready for some magic? Face the Mages in the Tower of Magic and be victorious! 🥇
notifications.global.tower_event.ninja,🏯 Are you ready to climb the tower? Face the Ninjas in the Ninja Tower event and be victorious! 🥇
notifications.global.tower_event.owl,🦉 Are you ready learn from the wise owls? Face the Owls in the Owl Tower event and be victorious! 🥇
notifications.global.tower_event.styx,💀 Are you ready to travel down to the underworld... and back up again? 🌠 Don't let the Stygian souls stop your journey through the Tower of Styx! 🏛️
notifications.global.treasure_quest.questalphaaether,🗡️Treasure Quest available. Face the challenge to earn valuable treasures!🎉
notifications.global.treasure_quest.questascension,🗡️Treasure Quest available. Face the challenge to earn valuable treasures!🎉
notifications.global.treasure_quest.questcovenantsuperelemental,🗡️Treasure Quest available. Face the challenge to earn valuable treasures!🎉
notifications.global.treasure_quest.questgoblinastral,🗡️Treasure Quest available. Face the challenge to earn valuable treasures!🎉
notifications.global.treasure_quest.questlgtroop,🗡️Treasure Quest available. Face the challenge to earn valuable treasures!🎉
notifications.global.treasure_quest.questtome,🗡️Treasure Quest available. Face the challenge to earn valuable treasures!🎉
notifications.global.treasure_quest.questtoweralliance,🗡️Treasure Quest available. Face the challenge to earn valuable treasures!🎉
notifications.global.treasure_quest.questutility,🗡️Treasure Quest available. Face the challenge to earn valuable treasures!🎉
notifications.global.treasure_quest.questxpblue,🗡️Treasure Quest available. Face the challenge to earn valuable treasures!🎉
notifications.global.treasure_quest.questxpgreen,🗡️Treasure Quest available. Face the challenge to earn valuable treasures!🎉
notifications.global.treasure_quest.questxppurple,🗡️Treasure Quest available. Face the challenge to earn valuable treasures!🎉
notifications.global.treasure_quest.questxpred,🗡️Treasure Quest available. Face the challenge to earn valuable treasures!🎉
notifications.global.treasure_quest.questxpyellow,🗡️Treasure Quest available. Face the challenge to earn valuable treasures!🎉
notifications.goblin,"⭐ Visit the GOBLIN VILLAGE! Summon a Legendary Event Hero, and get a Bonus Legendary Event Hero for free! ⭐"
notifications.guestip.announcement,Special Guest Event coming soon! Team up with Guest Heroes and play through special stages!
notifications.guestip1.final_reminder,Last chance! Step into the ring as your favorite WWE Superstars before the event ends soon!
notifications.guestip1.start,Welcome to Special Guest Event! Claim 10 free Guest Heroes and play as WWE Superstars for a limited time.
notifications.harvest,Harvest SUMMON OPEN NOW! Summon Heroes from ALL EVENTS with a chance for EXTRA SUMMONS!
notifications.inactive_leader,"You have been inactive for a while. Unless you come back, a new Alliance Leader will eventually be selected."
notifications.league.started,👑⚔️ Hero League has started. Time to battle! ⚔️👑
notifications.legendary_dragon_quest,️🐉 Legendary Dragon Quest is active in Dragonspire! Complete the quest to get a Guaranteed Legendary Dragon Token! 🐉
notifications.limitbreakitemsummon,🌟 Aether SUMMON OPEN NOW! Summon Alpha Aethers to Limit Break your heroes to the next level! 🌟
notifications.mail,📮 You've got new mail! 📮
notifications.mercenary_war.energy_refill,👑⚔️ Three Kingdoms War Energy recovered. Time to battle! ⚔️👑
notifications.mercenary_war.started,👑⚔️ War of the Three Kingdoms has started. Your Kingdom needs you! ⚔️👑
notifications.new_season,"Commander, there is a new adventure waiting for us! Fight new enemies and summon new Heroes in Untold Tales!"
notifications.pveenergy,⚔️ World Energy recovered. Time to battle! ⚔️
notifications.quest.limitbreak,⚔️ Limit Break Quest available. Face the challenge to earn Limit Break Items! 🎉
notifications.quest.rare,⚔️ Rare Quest available. Face the challenge to earn an Ascension Item! 🎉
notifications.secret_hero,A new Secret Hero has emerged in the SUMMON???
notifications.shadowquest,Shadow SUMMON OPEN NOW! Summon past Secret Heroes!
notifications.solsticesummon,Solstice SUMMON OPEN NOW! Summon Heroes from ALL EVENTS! 💎⭐🏴
notifications.standalone_install_reward,New install reward available!
notifications.summon,🌀 Free summon available! 🌀️
notifications.superelemental,❄🔥🌳☀️🌑Super Elemental SUMMON OPEN NOW! Summon amazing legendary Heroes!❄🔥🌳☀️🌑
notifications.titan_reward,🐉💎 Titan loot available! 💎🐉
notifications.titan_spawned,⚔️🐲 New Titan has appeared! 🐲⚔️
notifications.training,💪 Training finished! 💪
notifications.ubertitan.energy,⚔️ Mythic Titan Energy recovered. Time to battle! ⚔️
notifications.upgrade,✨⬆️ {0} has been upgraded! ⬆️✨
notifications.urgent.announcement,📮 We've sent an important announcement to your inbox! 📮
notifications.urgent.update,🐛 We have squashed a critical bug. Please download the latest version of the game! 🐛
notifications.wildernesssummon,💎⭐🏴 Wilderness SUMMON OPEN NOW! Summon amazing legendary Heroes! 💎⭐🏴
odds.additional_draw,Bonus Draw
odds.additional_secret_draw,Secret Bonus Draw
odds.asterisk_text.costume_included,[#ffffff]* Costume included if available[#]
odds.asterisk_text.daily_featured_troop,[#ffffff]* Legendary Featured Troop changes every 24 hours.[#]
odds.asterisk_text.non_featured,[#ffffff]* non-featured[#]
odds.asterisk_text.powergrade.talents_unlocked,[#ffffff]* Heroes are emblemed with Golden Emblem[#]
odds.bonus_trainer_draw,Bonus Trainer Hero Draw
odds.chest.draws,{0} draws: [#!]{1}%[#]
odds.chest.draws.title,[#efb444]Number of Draws[#]
odds.chest.item,{0}: [#!]{1}%[#]
odds.chest.item.with_draws,{0} ([#fff4a9]{2}[#]): [#!]{1}%[#]
odds.chest.items.title,[#cfd444]Appearances per Draw[#]
odds.chest.title,Appearance rates
odds.costume_retraining,"[#ffc3ff]Legendary[#] Costume of received Hero: [#!]{0}%[#][#ffffff]*
* applies only if there exists a Costume for the received Hero[#]"
odds.customized_power,Power Grade Rates
odds.details.button,Details
odds.details.costume_summon,Hero and Costumes
odds.details.heroes.user_selection_chance,*Chance increased by {0} when selected as featured hero.
odds.details.heroes.user_selection_featured,**Available only when selected as featured hero.
odds.details.item_name,Name
odds.details.lootbox.powergrade,Power Grade
odds.details.lootbox.powergrade.discalimer,**Separate probabilities for each pulled character
odds.details.odds_extra,Bonus draw odds
odds.details.odds_normal,Odds
odds.details.perfect10,Perfect 10 hero draw:
odds.details.title,Probability details
odds.details.troops.user_selection_chance,*Chance increased by {0} when selected as featured troop.
odds.details.troops.user_selection_featured,**Available only when selected as featured troop.
odds.disclaimer.no_monthly_hero_draw,[#ffffff]There is no chance to get the current Hero of the Month as a bonus draw.
odds.dragon_3,[#ffffff]Rare[#] Dragon: [#!]{0}%[#]
odds.dragon_4,[#fff081]Epic[#] Dragon: [#!]{0}%[#]
odds.dragon_5,[#ffc3ff]Legendary[#] Dragon: [#!]{0}%[#]
odds.dragon_featured_5,[#ffc3ff]Legendary[#] Featured Dragon: [#!]{0}%[#]
odds.draw#1,{0} Draw
odds.draw#2,{0} Draws
odds.draw#3,{0} Draws (THIRD FORM)
odds.extra_blue_trainer_1,[#cccccc]Common[#] [##elementblue]Ice[#] Trainer Hero: [#!]{0}%[#]
odds.extra_blue_trainer_2,[#b7d3e8]Uncommon[#] [##elementblue]Ice[#] Trainer Hero: [#!]{0}%[#]
odds.extra_blue_trainer_3,[#ffffff]Rare[#] [##elementblue]Ice[#] Trainer Hero: [#!]{0}%[#]
odds.extra_blue_trainer_4,[#fff081]Epic[#] [##elementblue]Ice[#] Trainer Hero: [#!]{0}%[#]
odds.extra_green_trainer_1,[#cccccc]Common[#] [##elementgreen]Nature[#] Trainer Hero: [#!]{0}%[#]
odds.extra_green_trainer_2,[#b7d3e8]Uncommon[#] [##elementgreen]Nature[#] Trainer Hero: [#!]{0}%[#]
odds.extra_green_trainer_3,[#ffffff]Rare[#] [##elementgreen]Nature[#] Trainer Hero: [#!]{0}%[#]
odds.extra_green_trainer_4,[#fff081]Epic[#] [##elementgreen]Nature[#] Trainer Hero: [#!]{0}%[#]
odds.extra_purple_trainer_1,[#cccccc]Common[#] [##elementpurple]Dark[#] Trainer Hero: [#!]{0}%[#]
odds.extra_purple_trainer_2,[#b7d3e8]Uncommon[#] [##elementpurple]Dark[#] Trainer Hero: [#!]{0}%[#]
odds.extra_purple_trainer_3,[#ffffff]Rare[#] [##elementpurple]Dark[#] Trainer Hero: [#!]{0}%[#]
odds.extra_purple_trainer_4,[#fff081]Epic[#] [##elementpurple]Dark[#] Trainer Hero: [#!]{0}%[#]
odds.extra_red_trainer_1,[#cccccc]Common[#] [##elementred]Fire[#] Trainer Hero: [#!]{0}%[#]
odds.extra_red_trainer_2,[#b7d3e8]Uncommon[#] [##elementred]Fire[#] Trainer Hero: [#!]{0}%[#]
odds.extra_red_trainer_3,[#ffffff]Rare[#] [##elementred]Fire[#] Trainer Hero: [#!]{0}%[#]
odds.extra_red_trainer_4,[#fff081]Epic[#] [##elementred]Fire[#] Trainer Hero: [#!]{0}%[#]
odds.extra_trainer_1,[#cccccc]Common[#] [##elementyellow]Holy[#] Trainer Hero: [#!]{0}%[#]
odds.extra_trainer_2,[#b7d3e8]Uncommon[#] [##elementyellow]Holy[#] Trainer Hero: [#!]{0}%[#]
odds.extra_trainer_3,[#ffffff]Rare[#] [##elementyellow]Holy[#] Trainer Hero: [#!]{0}%[#]
odds.extra_trainer_4,[#fff081]Epic[#] [##elementyellow]Holy[#] Trainer Hero: [#!]{0}%[#]
odds.extra_yellow_trainer_1,[#cccccc]Common[#] [##elementyellow]Holy[#] Trainer Hero: [#!]{0}%[#]
odds.extra_yellow_trainer_2,[#b7d3e8]Uncommon[#] [##elementyellow]Holy[#] Trainer Hero: [#!]{0}%[#]
odds.extra_yellow_trainer_3,[#ffffff]Rare[#] [##elementyellow]Holy[#] Trainer Hero: [#!]{0}%[#]
odds.extra_yellow_trainer_4,[#fff081]Epic[#] [##elementyellow]Holy[#] Trainer Hero: [#!]{0}%[#]
odds.headline.7th_birthday,[#ffffff]All Legendary Heroes or Costumes you receive are guaranteed to have been released within [#!]{0} days[#]. No Classic Heroes![#]
odds.headline.blacksummon,[#ffffff]All Legendary Heroes or Costumes you receive are guaranteed to have been released within [#!]{0} days[#]. No Classic Heroes![#]
odds.headline.harvestsummon,[#ffffff]All Classic Heroes are excluded from this Summon.[#]
odds.headline.legendssummon,[#ffffff]No Classic [#ffc3ff]Legendary[#] [#ffffff]Heroes in this Summon.[#]
odds.hero_1,[#cccccc]Common[#] Hero: [#!]{0}%[#]
odds.hero_2,[#b7d3e8]Uncommon[#] Hero: [#!]{0}%[#]
odds.hero_3,[#ffffff]Rare[#] Hero: [#!]{0}%[#]
odds.hero_4,[#fff081]Epic[#] Hero: [#!]{0}%[#]
odds.hero_5,[#ffc3ff]Legendary[#] Hero: [#!]{0}%[#]
odds.hero_black_summon.bonus_pull,"[#fff081]For each summoned [#ffc3ff]Legendary[#] [#fff081]Hero, you will get another non-featured [#ffc3ff]Legendary[#] [#fff081]Hero as a bonus.[#]"
odds.hero_black_summon_3,[#ffffff]Rare[#] Hero: [#!]{0}%[#]
odds.hero_black_summon_4,[#fff081]Epic[#] Hero: [#!]{0}%[#]
odds.hero_black_summon_5,"[#ffc3ff]Legendary[#] Hero: [#!]{0}%[#][#ffffff]*
* non-featured[#]"
odds.hero_classic_3,[#ffffff]Rare[#] Classic Hero: [#!]{0}%[#]
odds.hero_classic_4,[#fff081]Epic[#] Classic Hero: [#!]{0}%[#]
odds.hero_classic_5,[#ffc3ff]Legendary[#] Classic Hero: [#!]{0}%[#]
