ID,Name,Title,Costume,Museum,Element,Rarity,Origin,Family,Release date,Class,Mana Speed,Special Skill,Passive #1,Passive #2,Passive #3,Passive #4,Passive #5,Passive #CB1,Passive #CB2,Passive #CB3,Passive #CB4,Passive #CB5,AetherPower,Max level: Attack,Max level: Defense,Max level: Health,Max level: Power,Limit Break #1: Attack,Limit Break #1: Defense,Limit Break #1: Health,Limit Break #1: Power,Limit Break #2: Attack,Limit Break #2: Defense,Limit Break #2: Health,Limit Break #2: Power,Mana Bonus CB1,Max level CB1: Attack,Max level CB1: Defense,Max level CB1: Health,Max level CB1: Power,Limit Break CB1 #1: Attack,Limit Break CB1 #1: Defense,Limit Break CB1 #1: Health,Limit Break CB1 #1: Power,Limit Break CB1 #2: Attack,Limit Break CB1 #2: Defense,Limit Break CB1 #2: Health,Limit Break CB1 #2: Power,Mana Bonus CB2,Max level CB2: Attack,Max level CB2: Defense,Max level CB2: Health,Max level CB2: Power,Limit Break CB2 #1: Attack,Limit Break CB2 #1: Defense,Limit Break CB2 #1: Health,Limit Break CB2 #1: Power,Limit Break CB2 #2: Attack,Limit Break CB2 #2: Defense,Limit Break CB2 #2: Health,Limit Break CB2 #2: Power,Mana Bonus CB3,Max level CB3: Attack,Max level CB3: Defense,Max level CB3: Health,Max level CB3: Power,Limit Break CB3 #1: Attack,Limit Break CB3 #1: Defense,Limit Break CB3 #1: Health,Limit Break CB3 #1: Power,Limit Break CB3 #2: Attack,Limit Break CB3 #2: Defense,Limit Break CB3 #2: Health,Limit Break CB3 #2: Power,Mana Bonus CB4,Max level CB4: Attack,Max level CB4: Defense,Max level CB4: Health,Max level CB4: Power,Limit Break CB4 #1: Attack,Limit Break CB4 #1: Defense,Limit Break CB4 #1: Health,Limit Break CB4 #1: Power,Limit Break CB4 #2: Attack,Limit Break CB4 #2: Defense,Limit Break CB4 #2: Health,Limit Break CB4 #2: Power,parentHeroId,costumeBonusesId,CB1検索キー,CB2検索キー,CB3検索キー,CB4検索キー,CB1 Atk,CB1 Def,CB1 HP,CB1 Mana,CB2 Atk,CB2 Def,CB2 HP,CB2 Mana,CB3 Atk,CB3 Def,CB3 HP,CB3 Mana,CB4 Atk,CB4 Def,CB4 HP,CB4 Mana
s3_bera_costume_conjurer,Bera C,Conjurer of the Dísir,C1,892,Purple,5,Season3,vanaheim,2023-06-05,Cleric,Fast,disir_of_dreams,,,,,,,,,,,Bulwark,743,723,1417,785,801,779,1527,837,916,891,1747,939,5%,951,925,1912,984,1025,997,2061,1051,1172,1140,2358,1184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s3_bera,valhalla_buffed,valhalla_buffed_5,,,,28%,28%,35%,5%,,,,,,,,,,,,
kalevala_kullervo_costume_battle_scarred,Kullervo C,Battle-Scarred Son,C1,897,Yellow,5,Kalevala,kalevala,2023-08-07,Fighter,Average,cunning_knife,heal_mana_on_low_health_once,,,,,,,,,,Rage,793,836,1421,835,854,901,1531,890,977,1031,1752,1000,5%,1062,1120,1918,1078,1144,1207,2066,1152,1309,1381,2365,1300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kalevala_kullervo,kalevala_buffed,kalevala_buffed_5,,,,34%,34%,35%,5%,,,,,,,,,,,,
kalevala_aino_costume_water_maiden,Aino C,Lake Maiden,C1,898,Blue,5,Kalevala,kalevala,2023-08-07,Monk,Average,anthem_of_the_lake,heal_mana_on_low_health_once,,,,,,,,,,Bulwark,768,838,1481,835,828,903,1596,891,947,1033,1826,1001,5%,1029,1122,1999,1079,1109,1210,2154,1153,1268,1384,2465,1301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kalevala_aino,kalevala_buffed,kalevala_buffed_5,,,,34%,34%,35%,5%,,,,,,,,,,,,
kalevala_mielikki_costume_bear_protector,Mielikki C,Protector of the Bears,C1,1279,Green,4,Kalevala,kalevala,2023-08-07,Paladin,Average,sprite_hymn,heal_mana_on_low_health_once,,,,,,,,,,Bulwark,592,654,1483,682,644,711,1611,735,746,824,1868,838,1%,609,673,1571,706,663,732,1707,760,768,848,1980,868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kalevala_mielikki,kalevala,kalevala_4,,,,3%,3%,6%,1%,,,,,,,,,,,,
s3_loki_female_costume_mother,Lady Loki C,Trickster Mother,C1,908,Red,5,Season3,helheim,2023-10-23,Cleric,Average,tricksters_lullaby,,,,,,,,,,,Damage Reduction,685,854,1312,787,739,921,1414,839,845,1054,1617,942,5%,876,1093,1771,985,945,1178,1908,1052,1081,1349,2182,1186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s3_loki_female,valhalla_buffed,valhalla_buffed_5,,,,28%,28%,35%,5%,,,,,,,,,,,,
s4_morris_costume_potter,Morris C,Moleman  Potter,C1,1540,Purple,3,Season4,abyss,2024-05-23,Paladin,Average,carve_a_hole,decrease_debuff_duration,,,,,,,,,,Damage Reduction,483,502,742,478,547,569,841,533,676,703,1039,643,1%,492,512,771,488,557,580,874,544,689,717,1080,658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s4_morris,underwild,underwild_3,,,,2%,2%,4%,1%,,,,,,,,,,,,
s3_ratatoskr_costume_architect,Ratatoskr C,Architect of Yggdrasil,C1,903,Green,5,Season3,alfheim,2023-09-25,Wizard,Average,roots_of_yggdrasil,,,,,,,,,,,Bulwark,844,679,1248,785,910,732,1345,836,1041,838,1539,939,5%,1080,869,1684,982,1164,936,1815,1048,1332,1072,2077,1182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s3_ratatoskr,valhalla_buffed,valhalla_buffed_5,,,,28%,28%,35%,5%,,,,,,,,,,,,
s3_norns_costume_puppeteers,Norns C,Puppeteers of Destiny,C1,901,Yellow,5,Season3,vanaheim,2023-08-28,Wizard,Average,wrath_of_fate,,,,,,,,,,,Ailment Immunity,830,718,1231,788,894,774,1327,840,1023,886,1518,943,5%,1062,919,1661,986,1144,990,1791,1053,1309,1134,2049,1187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s3_norns,valhalla_buffed,valhalla_buffed_5,,,,28%,28%,35%,5%,,,,,,,,,,,,
s3_loki_fish_costume_dapper,Salmon Loki C,Dapper Fish,C1,896,Purple,5,Season3,niflheim,2023-07-31,Paladin,Slow,gentlemans_transformation,,,,,,,,,,,Ailment Reflect,745,791,1301,789,803,852,1403,841,919,975,1605,944,5%,953,1012,1756,987,1027,1090,1894,1054,1176,1248,2166,1189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s3_loki_fish,valhalla_buffed,valhalla_buffed_5,,,,28%,28%,35%,5%,,,,,,,,,,,,
s4_aouda_costume_lotus,Aouda C,Lotus Princess,C1,902,Yellow,5,Season4,abyss,2023-09-07,Ranger,Fast,scepter_of_bundelkhand,increase_special_damage,,,,,extra_special_increased_damage_against_boosted_health,,,,,Special Boost,871,782,1157,810,939,843,1247,864,1074,965,1427,970,5%,1132,1016,1561,1024,1220,1095,1683,1094,1396,1254,1926,1234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s4_aouda,underwild,underwild_5,,,,30%,30%,35%,5%,,,,,,,,,,,,
s4_morel_costume_sage,Morel C,Eloi Sage,C1,895,Blue,5,Season4,abyss,2023-07-20,Fighter,Fast,staff_of_the_seastar,increase_special_damage,,,,,extra_special_increased_damage_against_boosted_health,,,,,Bulwark,824,681,1450,807,888,734,1562,860,1016,840,1788,966,5%,1071,885,1957,1021,1154,954,2108,1091,1320,1092,2413,1230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s4_morel,underwild,underwild_5,,,,30%,30%,35%,5%,,,,,,,,,,,,
s4_octros_costume_suitor,Octros C,Molluscan Suitor,C1,900,Red,5,Season4,abyss,2023-08-17,Rogue,Average,bouquet_of_the_seas,increase_buff_duration,,,,,extra_special_increased_damage_against_boosted_health,,,,,Attack Up,815,799,1275,812,879,861,1374,866,1005,985,1572,972,5%,1059,1038,1721,1027,1142,1119,1854,1097,1306,1280,2122,1237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s4_octros,underwild,underwild_5,,,,30%,30%,35%,5%,,,,,,,,,,,,
s4_xnolphod_costume_jailer,Xnolphod C,Octopod Jailer,C1,909,Purple,5,Season4,abyss,2023-11-09,Wizard,Average,entrapping_enchantment,decrease_debuff_duration,,,,,extra_special_health_boost,,,,,Defense Up,768,828,1316,809,828,892,1418,863,947,1021,1623,969,5%,998,1076,1776,1024,1076,1159,1914,1094,1231,1327,2191,1234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s4_xnolphod,underwild,underwild_5,,,,30%,30%,35%,5%,,,,,,,,,,,,
s4_passepartout_costume_artist,Passepartout C,Elegant Artist,C1,907,Blue,5,Season4,abyss,2023-10-12,Cleric,Average,creative_hands,increase_buff_duration,,,,,extra_special_health_boost,,,,,Defense Up,679,896,1411,811,732,965,1520,864,838,1104,1739,970,5%,882,1164,1904,1026,951,1254,2052,1096,1089,1435,2347,1236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s4_passepartout,underwild,underwild_5,,,,30%,30%,35%,5%,,,,,,,,,,,,
s4_mack_costume_novelist,Mack C,Halfling Novelist,C1,1287,Red,4,Season4,abyss,2024-05-23,Monk,Average,halflings_wisdom,increase_buff_duration,,,,,,,,,,Damage Reduction,646,701,1217,677,701,761,1323,728,813,883,1533,831,1%,658,715,1265,692,715,776,1375,745,829,900,1594,850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s4_mack,underwild,underwild_4,,,,2%,2%,4%,1%,,,,,,,,,,,,
s4_tettukh_costume_cheerleader,Tettukh C,Morlock Cheerleader,C1,1283,Green,4,Season4,abyss,2023-12-07,Barbarian,Average,demoralizing_banter,special_damage_reduction,,,,,,,,,,Attack Up,724,643,1139,677,787,699,1237,729,912,811,1434,832,1%,738,655,1184,692,802,712,1286,745,930,827,1491,850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s4_tettukh,underwild,underwild_4,,,,2%,2%,4%,1%,,,,,,,,,,,,
s4_griffin_costume_priest,Griffin C,Invisible Priest,C1,1282,Yellow,4,Season4,abyss,2023-11-09,Cleric,Fast,divine_lunge,increase_special_damage,,,,,,,,,,Attack Up,743,656,1068,678,808,713,1161,729,936,827,1346,832,1%,757,669,1110,692,824,727,1207,745,954,843,1399,850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s4_griffin,underwild,underwild_4,,,,2%,2%,4%,1%,,,,,,,,,,,,
s4_rokkamush_costume_mason,Rokkamush C,Ettin Mason,C1,1286,Red,4,Season4,abyss,2024-04-25,Fighter,Fast,masons_rage,decrease_debuff_duration,,,,,,,,,,Attack Up,711,665,1124,677,773,722,1221,728,896,837,1416,831,1%,725,678,1168,692,788,736,1269,744,913,853,1472,849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s4_rokkamush,underwild,underwild_4,,,,2%,2%,4%,1%,,,,,,,,,,,,
s4_zila_lei_costume_dancer,Zila Lei C,Octopod Dancer,C1,1285,Blue,4,Season4,abyss,2024-01-04,Monk,Fast,aquatic_dance,increase_special_damage,,,,,,,,,,Counter[-]attack,688,654,1207,677,748,711,1311,729,867,824,1520,831,1%,701,667,1255,692,762,725,1363,745,884,840,1580,850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s4_zila_lei,underwild,underwild_4,,,,2%,2%,4%,1%,,,,,,,,,,,,
fables_puss_in_boots_costume_highwaycat,Puss in Boots C,Masked Highwaycat,C1,899,Red,5,RecurringFestival,fable,2023-08-10,Fighter,Average,three_bandit_mice,,,,,,,,,,,Special Armor,840,628,1328,780,905,677,1431,831,1036,774,1638,933,5%,1066,785,1859,978,1149,846,2003,1044,1315,967,2293,1177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fables_puss_in_boots,festival,festival_5,,,,27%,25%,40%,5%,,,,,,,,,,,,
fables_hansel_costume_vampire_hunter,Hansel C,Vampire Hunter of Grimforest,C1,1280,Green,4,RecurringFestival,fable,2023-08-10,Fighter,Fast,vampire_killer,,,,,,,,,,,Special Boost,639,675,1071,647,695,734,1163,696,805,851,1349,793,5%,670,708,1178,682,729,770,1279,734,845,893,1483,838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fables_hansel,,default_C1_4,,,,5%,5%,10%,5%,,,,,,,,,,,,
s4_helo_costume_baker,Helo C,Eloi Baker,C1,1537,Blue,3,Season4,abyss,2023-12-07,Paladin,Average,sublime_pastry,increase_buff_duration,,,,,,,,,,Regen,457,514,783,478,518,583,888,533,640,720,1097,644,1%,466,524,814,488,528,594,923,545,652,734,1140,658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s4_helo,underwild,underwild_3,,,,2%,2%,4%,1%,,,,,,,,,,,,
s4_poppy_costume_lodger,Poppy C,Halfling Lodger,C1,1538,Yellow,3,Season4,abyss,2024-02-29,Rogue,Fast,drowsy_bolt,increase_special_damage,,,,,,,,,,Damage Reduction,500,451,801,478,567,512,908,533,700,632,1122,644,1%,510,460,833,488,578,522,944,545,714,644,1166,658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s4_poppy,underwild,underwild_3,,,,2%,2%,4%,1%,,,,,,,,,,,,
s4_vollermork_costume_bartender,Vollermork C,Morlock Bartender,C1,1539,Red,3,Season4,abyss,2024-04-25,Druid,Slow,leeching_worms,start_battle_with_mana,,,,,,,,,,Regen,476,505,752,478,539,573,853,533,666,708,1053,643,1%,485,515,782,488,549,584,887,544,679,722,1095,658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s4_vollermork,underwild,underwild_3,,,,2%,2%,4%,1%,,,,,,,,,,,,
wonderland_queen_costume_benefactor,Queen of Hearts C,Benefactor of Wonderland,C1,906,Red,5,RecurringFestival,wonderland,2023-10-05,Cleric,Average,loving_queen,,,,,,possession_on_special,,,,,Boosted Regen,589,784,1555,768,634,845,1676,818,726,967,1917,918,5%,748,980,2177,965,805,1056,2346,1030,922,1208,2683,1161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wonderland_queen,festival,festival_5,,,,27%,25%,40%,5%,,,,,,,,,,,,
wonderland_cheshire_cat_costume_malicious,Cheshire Cat C,Malicious Kitty Cat,C1,1281,Purple,4,RecurringFestival,wonderland,2023-10-05,Rogue,Fast,razor_smile,,,,,,,,,,,Ailment Immunity,714,614,1020,649,775,667,1108,698,899,773,1284,795,5%,749,644,1122,684,813,700,1218,736,943,811,1412,839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wonderland_cheshire_cat,,default_C1_4,,,,5%,5%,10%,5%,,,,,,,,,,,,
nordic_male_lord_costume_cute,Richard C3,Hammer of Toon Power,C3,1039,Blue,5,Season1,classic,2023-10-30,Paladin,Average,adorable_hammer,toon_resist_debuffs_manareduction_dispels,,,,,,,,,,Attack Up,739,659,1341,755,796,710,1445,804,911,812,1653,902,5%,835,744,1609,850,899,802,1734,906,1029,917,1983,1019,5%,953,850,1931,966,1026,915,2080,1031,1175,1047,2380,1162,5%,1145,1021,2279,1130,1233,1100,2456,1208,1412,1258,2810,1364,5%,1293,1153,2386,1234,1393,1242,2572,1320,1594,1421,2942,1492,nordic_male_lord,classic,classic_C1_5,classic_C2_5,classic_C3_5,classic_C4_5,13%,13%,20%,5%,29%,29%,44%,5%,55%,55%,70%,5%,75%,75%,78%,5%
pirate_lady_costume_queen,Lady Locke C,Rebel Queen,C1,912,Green,5,RecurringFestival,pirate,2023-12-28,Fighter,Average,serenade_of_sedition,,,,,,extra_special_poison,,,,,Attack Up,805,665,1231,765,868,717,1327,815,993,820,1518,914,5%,1022,831,1723,956,1102,896,1857,1021,1261,1025,2125,1150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pirate_lady,festival,festival_5,,,,27%,25%,40%,5%,,,,,,,,,,,,
pirate_cabin_boy_costume_paper,Peters C,Paper Boy at Shore,C1,1284,Green,4,RecurringFestival,pirate,2023-12-28,Wizard,Fast,shocking_news,,,,,,,,,,,Ailment Immunity,643,680,1039,645,699,738,1129,694,811,856,1309,791,5%,675,714,1142,681,733,774,1241,732,851,898,1439,835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pirate_cabin_boy,,default_C1_4,,,,5%,5%,10%,5%,,,,,,,,,,,,
lizardman_trapper_costume_fisher,Kashhrek C2,Lizardfolk Fisher,C2,1317,Green,4,Season1,classic,2023-11-27,Druid,Average,scaly_skin,,,,,,,,,,,Regen,520,665,1360,643,565,722,1477,691,655,837,1713,788,5%,556,711,1509,689,604,772,1639,742,700,895,1901,846,5%,598,764,1632,736,649,830,1772,792,753,962,2055,905,5%,608,778,1659,747,661,844,1801,804,766,979,2089,919,5%,618,791,1686,758,672,859,1831,817,779,996,2124,933,lizardman_trapper,classic,classic_C1_4,classic_C2_4,classic_C3_4,classic_C4_4,7%,7%,11%,5%,15%,15%,20%,5%,17%,17%,22%,5%,19%,19%,24%,5%
oriental_falconer_costume_cub,Chao C2,Tiger Master,C2,1314,Yellow,4,Season1,classic,2023-10-30,Barbarian,Fast,cub_leader_cut,,,,,,,,,,,Attack Up,675,614,1066,642,734,667,1159,690,851,773,1343,787,5%,722,656,1183,687,785,713,1286,739,910,827,1490,843,5%,776,706,1279,733,844,767,1390,789,978,888,1611,901,5%,789,718,1300,744,858,780,1413,801,995,904,1638,915,5%,803,730,1321,755,873,793,1437,813,1012,919,1665,929,oriental_falconer,classic,classic_C1_4,classic_C2_4,classic_C3_4,classic_C4_4,7%,7%,11%,5%,15%,15%,20%,5%,17%,17%,22%,5%,19%,19%,24%,5%
oriental_panda_warrior_costume_dueller,Hu Tao C2,Bamboo Dueller,C2,1320,Yellow,4,Season1,classic,2023-11-27,Monk,Slow,acoustic_surge,,,,,,,,,,,Regen,573,694,1134,638,623,755,1233,687,722,875,1429,782,5%,613,742,1258,683,666,807,1368,735,772,936,1586,839,5%,658,798,1360,729,716,868,1479,785,830,1006,1714,897,5%,670,811,1383,740,728,883,1504,797,844,1023,1743,910,5%,681,825,1406,751,741,898,1528,809,859,1041,1771,925,oriental_panda_warrior,classic,classic_C1_4,classic_C2_4,classic_C3_4,classic_C4_4,7%,7%,11%,5%,15%,15%,20%,5%,17%,17%,22%,5%,19%,19%,24%,5%
oriental_monkey_captain_costume_reveller,Wu Kong C2,Monkey Reveller,C2,1315,Yellow,4,Season1,classic,2023-10-30,Rogue,Average,gamblers_swing,,,,,,,,,,,Rage,694,631,1009,645,755,685,1096,694,875,795,1271,791,5%,742,675,1119,690,807,732,1216,742,936,850,1410,848,5%,798,725,1210,736,868,787,1315,793,1006,914,1525,906,5%,811,738,1230,747,883,801,1337,805,1023,930,1550,920,5%,825,750,1251,758,898,815,1359,817,1041,946,1576,934,oriental_monkey_captain,classic,classic_C1_4,classic_C2_4,classic_C3_4,classic_C4_4,7%,7%,11%,5%,15%,15%,20%,5%,17%,17%,22%,5%,19%,19%,24%,5%
pirate_dread_captain_costume_rotten,Sargasso C,Rotten Captain of Corellia,C1,913,Purple,5,RecurringFestival,pirate,2023-12-28,Druid,Average,curse_of_the_sea,,,,,,extra_special_poison,,,,,Regen,729,793,1180,767,785,854,1272,816,899,977,1455,916,5%,925,991,1652,957,996,1067,1780,1021,1141,1221,2037,1151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pirate_dread_captain,festival,festival_5,,,,27%,25%,40%,5%,,,,,,,,,,,,
s4_gramps_costume_gardener,Gramps C,Halfling Gardener,C1,1536,Green,3,Season4,abyss,2023-11-09,Druid,Slow,gardeners_remedy,special_damage_reduction,,,,,,,,,,Regen,450,505,818,478,510,573,927,533,630,708,1146,644,1%,459,515,850,488,520,584,964,545,642,722,1191,658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s4_gramps,underwild,underwild_3,,,,2%,2%,4%,1%,,,,,,,,,,,,
cultist_sorceress_costume_cute,Sartana C3,Toon Executioner,C3,1041,Purple,5,Season1,classic,2023-10-30,Wizard,Fast,adorable_strike,toon_resist_debuffs_manareduction_dispels,,,,,,,,,,Dodge,704,696,1380,759,759,750,1487,808,868,858,1701,907,5%,795,786,1656,855,857,847,1784,911,980,969,2041,1025,5%,908,897,1987,972,979,967,2141,1038,1119,1106,2449,1169,5%,1091,1078,2346,1137,1176,1162,2527,1215,1345,1329,2891,1372,5%,1232,1218,2456,1241,1328,1312,2646,1327,1519,1501,3027,1500,cultist_sorceress,classic,classic_C1_5,classic_C2_5,classic_C3_5,classic_C4_5,13%,13%,20%,5%,29%,29%,44%,5%,55%,55%,70%,5%,75%,75%,78%,5%
nomad_female_lord_costume_cute,Elena C3,Captain of the Royal Toons,C3,1052,Red,5,Season1,classic,2024-05-31,Fighter,Slow,adorable_swords,toon_resist_debuffs_manareduction_dispels,,,,,,,,,,Regen,659,725,1398,754,710,781,1507,803,812,894,1724,900,5%,744,819,1677,849,802,882,1808,905,917,1010,2068,1018,5%,850,935,2013,966,915,1007,2170,1031,1047,1153,2482,1161,5%,1021,1123,2376,1129,1100,1210,2561,1207,1258,1385,2930,1363,5%,1153,1268,2488,1231,1242,1366,2682,1317,1421,1564,3068,1489,nomad_female_lord,classic,classic_C1_5,classic_C2_5,classic_C3_5,classic_C4_5,13%,13%,20%,5%,29%,29%,44%,5%,55%,55%,70%,5%,75%,75%,78%,5%
oriental_female_mystic_costume_cute,Vivica C3,Toon Scholar,C3,1040,Yellow,5,Season1,classic,2023-10-30,Cleric,Slow,adorable_heal,toon_resist_debuffs_manareduction_dispels,,,,,,,,,,Defense Up,710,716,1310,757,765,772,1411,806,876,883,1615,904,5%,802,809,1572,852,864,872,1693,908,989,997,1938,1021,5%,915,923,1886,967,986,995,2031,1033,1130,1139,2325,1164,5%,1100,1109,2227,1132,1185,1196,2398,1210,1357,1368,2745,1367,5%,1242,1253,2331,1236,1338,1351,2511,1323,1533,1545,2874,1496,oriental_female_mystic,classic,classic_C1_5,classic_C2_5,classic_C3_5,classic_C4_5,13%,13%,20%,5%,29%,29%,44%,5%,55%,55%,70%,5%,75%,75%,78%,5%
lionman_barbarian_costume_cute,Azlar C3,Toon Leor,C3,1038,Red,5,Season1,classic,2023-10-30,Barbarian,Slow,volcanic_tantrum,toon_resist_debuffs_manareduction_dispels,,,,,,,,,,Rage,762,681,1266,759,821,734,1365,808,939,840,1562,907,5%,861,769,1519,854,927,829,1638,910,1061,949,1874,1024,5%,982,878,1823,969,1059,946,1965,1035,1211,1083,2249,1166,5%,1181,1055,2152,1135,1272,1137,2320,1213,1455,1302,2655,1370,5%,1333,1191,2253,1240,1436,1284,2429,1327,1643,1470,2780,1500,lionman_barbarian,classic,classic_C1_5,classic_C2_5,classic_C3_5,classic_C4_5,13%,13%,20%,5%,29%,29%,44%,5%,55%,55%,70%,5%,75%,75%,78%,5%
magitech_sniper_costume_cute,Domitia C3,Toon Sniper,C3,1049,Purple,5,Season1,classic,2024-03-11,Rogue,Average,adorable_bolt,toon_resist_debuffs_manareduction_dispels,,,,,,,,,,Attack Up,753,671,1303,758,812,723,1405,808,929,828,1607,906,5%,850,758,1563,853,917,816,1686,910,1049,935,1928,1023,5%,971,865,1876,969,1047,932,2023,1035,1198,1068,2314,1167,5%,1167,1040,2215,1134,1258,1120,2388,1213,1439,1283,2731,1370,5%,1317,1174,2319,1239,1421,1265,2500,1326,1625,1449,2860,1499,magitech_sniper,classic,classic_C1_5,classic_C2_5,classic_C3_5,classic_C4_5,13%,13%,20%,5%,29%,29%,44%,5%,55%,55%,70%,5%,75%,75%,78%,5%
forest_male_elf_costume_cute,Elkanen C3,Toon Spearmaster,C3,1042,Green,5,Season1,classic,2023-11-27,Cleric,Fast,adorable_spear,toon_resist_debuffs_manareduction_dispels,,,,,,,,,,Special Boost,756,698,1250,760,814,752,1347,809,932,861,1541,908,5%,854,788,1500,854,919,849,1616,910,1053,972,1849,1024,5%,975,900,1800,970,1050,970,1939,1035,1202,1110,2219,1167,5%,1171,1081,2125,1135,1261,1165,2289,1213,1444,1334,2619,1370,5%,1323,1221,2225,1241,1424,1316,2397,1327,1631,1506,2742,1501,forest_male_elf,classic,classic_C1_5,classic_C2_5,classic_C3_5,classic_C4_5,13%,13%,20%,5%,29%,29%,44%,5%,55%,55%,70%,5%,75%,75%,78%,5%
forest_titan_costume_cute,Horghall C3,Toon of the Woods,C3,1054,Green,5,Season1,classic,2024-07-16,Druid,Slow,tantrum_of_forest,toon_resist_debuffs_manareduction_dispels,,,,,,,,,,Defense Up,607,704,1565,753,654,759,1687,802,749,868,1930,900,5%,685,795,1878,850,739,857,2024,906,846,980,2316,1019,5%,783,908,2253,968,843,979,2429,1034,966,1119,2779,1165,5%,940,1091,2660,1131,1013,1176,2867,1210,1160,1345,3281,1366,,,,,,,,,,,,,,forest_titan,classic,classic_C1_5,classic_C2_5,classic_C3_5,,13%,13%,20%,5%,29%,29%,44%,5%,55%,55%,70%,5%,,,,
nordic_ice_enchantress_costume_cute,Isarnia C3,Protector of Toons,C3,1051,Blue,5,Season1,classic,2024-05-06,Wizard,Slow,adorable_shatter,toon_resist_debuffs_manareduction_dispels,,,,,,,,,,Regen,774,679,1215,756,834,732,1309,805,955,838,1498,903,5%,874,767,1458,849,942,827,1570,906,1079,946,1797,1019,5%,998,875,1749,964,1075,944,1884,1029,1231,1081,2157,1160,5%,1199,1052,2065,1128,1292,1134,2225,1206,1480,1298,2546,1362,5%,1354,1188,2162,1234,1459,1281,2330,1320,1671,1466,2666,1493,nordic_ice_enchantress,classic,classic_C1_5,classic_C2_5,classic_C3_5,classic_C4_5,13%,13%,20%,5%,29%,29%,44%,5%,55%,55%,70%,5%,75%,75%,78%,5%
oriental_enchanted_monk_costume_cute,Joon C3,Toon of the Sun,C3,1048,Yellow,5,Season1,classic,2024-02-12,Monk,Fast,adorable_beam,toon_resist_debuffs_manareduction_dispels,,,,,,,,,,Dodge,751,640,1334,753,810,690,1438,803,927,789,1645,900,5%,848,723,1600,848,915,779,1725,904,1047,891,1974,1017,5%,968,825,1920,963,1044,890,2070,1029,1195,1017,2368,1159,5%,1164,992,2267,1127,1255,1069,2444,1205,1436,1222,2796,1361,5%,1314,1120,2374,1230,1417,1207,2559,1317,1622,1380,2928,1489,oriental_enchanted_monk,classic,classic_C1_5,classic_C2_5,classic_C3_5,classic_C4_5,13%,13%,20%,5%,29%,29%,44%,5%,55%,55%,70%,5%,75%,75%,78%,5%
exalted_female_statue_costume_cute,Justice C3,Toon of Stone,C3,1053,Yellow,5,Season1,classic,2024-06-28,Paladin,Slow,rite_of_cuteness,toon_resist_debuffs_manareduction_dispels,,,,,,,,,,Defense Up,760,603,1400,755,819,650,1509,804,937,744,1727,903,5%,858,681,1680,851,925,734,1810,907,1058,840,2072,1020,5%,980,777,2016,967,1056,838,2172,1033,1208,959,2486,1164,5%,1178,934,2380,1132,1269,1007,2565,1210,1452,1153,2935,1366,5%,1330,1055,2492,1234,1433,1137,2686,1320,1639,1302,3074,1493,exalted_female_statue,classic,classic_C1_5,classic_C2_5,classic_C3_5,classic_C4_5,13%,13%,20%,5%,29%,29%,44%,5%,55%,55%,70%,5%,75%,75%,78%,5%
